sept20_publishFINAL
Operator,Technology1,Upload or Download,Speed,Signal Strength,Location
JIO,4G,upload,8810,-59,Madhya Pradesh
AIRTEL,4G,download,1104,-53,UP East
AIRTEL,4G,upload,55,-53,UP East
AIRTEL,4G,download,17973,-67,Bihar
AIRTEL,4G,download,14224,-55,Bihar
AIRTEL,4G,download,133.0,-51,Bihar
AIRTEL,4G,download,2297,-61,Bihar
AIRTEL,4G,download,2375,-57,Bihar
AIRTEL,4G,download,3197,-53,Bihar
AIRTEL,4G,download,81.0,-65,Bihar
AIRTEL,4G,download,4880,-69,Bihar
AIRTEL,4G,download,1326,-65,Bihar
AIRTEL,4G,download,10651,-55,Bihar
AIRTEL,4G,download,10805,-57,Bihar
AIRTEL,4G,upload,2093,-59,Bihar
AIRTEL,4G,upload,4348,-63,Bihar
AIRTEL,4G,upload,2622,-51,Bihar
AIRTEL,4G,upload,1272,-61,Bihar
AIRTEL,4G,upload,2736,-57,Bihar
AIRTEL,4G,upload,4035,-69,Bihar
AIRTEL,4G,upload,1983,-65,Bihar
AIRTEL,4G,upload,2329,-63,Bihar
AIRTEL,4G,upload,1260,-65,Bihar
AIRTEL,4G,upload,8842,-67,Bihar
AIRTEL,4G,upload,1849,-63,Bihar
AIRTEL,4G,download,13215,-94,Assam
AIRTEL,4G,upload,1787,-94,Assam
AIRTEL,4G,download,5168,-59,Tamil Nadu
AIRTEL,4G,upload,13563,-61,Tamil Nadu
JIO,4G,download,79270,-56,Madhya Pradesh
CELLONE,4G,download,2551,na,Maharashtra
CELLONE,4G,upload,1707,na,Maharashtra
JIO,4G,download,11268,-101,Gujarat
JIO,4G,upload,1035,-98,Gujarat
AIRTEL,4G,download,5666,-103,UP West
AIRTEL,4G,upload,350,-104,UP West
JIO,4G,download,78212,-71,Kolkata
JIO,4G,upload,8593,-71,Kolkata
JIO,4G,download,17202,-66,Rajasthan
JIO,4G,download,437,-88,Rajasthan
JIO,4G,download,554,-91,Rajasthan
JIO,4G,upload,9299,-65,Rajasthan
JIO,4G,upload,53,-88,Rajasthan
JIO,4G,upload,2607,-93,Rajasthan
JIO,4G,upload,4148,-64,Bihar
VODAFONE,4G,download,28726,-69,UP East
VODAFONE,4G,download,38308,-67,UP East
VODAFONE,4G,download,24945,-63,UP East
VODAFONE,4G,download,9993,na,UP East
VODAFONE,4G,download,23986,na,UP East
VODAFONE,4G,download,13034,na,UP East
VODAFONE,4G,download,47780,-65,UP East
VODAFONE,4G,download,55240,-65,UP East
VODAFONE,4G,download,58963,-65,UP East
VODAFONE,4G,download,6860,na,UP East
VODAFONE,4G,download,20181,-59,UP East
VODAFONE,4G,download,36187,-63,UP East
VODAFONE,4G,download,8121.0,-51,UP East
VODAFONE,4G,download,2159,-71,UP East
VODAFONE,4G,download,22200,-61,UP East
VODAFONE,4G,download,24714,-55,UP East
VODAFONE,4G,download,23504,-71,UP East
VODAFONE,4G,download,22473,-55,UP East
VODAFONE,4G,download,33941,-63,UP East
VODAFONE,4G,download,45341,-61,UP East
VODAFONE,4G,download,3271,-75,UP East
VODAFONE,4G,download,26885,-61,UP East
VODAFONE,4G,download,48548,-59,UP East
VODAFONE,4G,upload,1123,-69,UP East
VODAFONE,4G,upload,2278,-71,UP East
VODAFONE,4G,upload,15775,-71,UP East
VODAFONE,4G,upload,7893,na,UP East
VODAFONE,4G,upload,165,na,UP East
VODAFONE,4G,upload,2018,na,UP East
VODAFONE,4G,upload,2947,-71,UP East
VODAFONE,4G,upload,2705,-67,UP East
VODAFONE,4G,upload,2940,-65,UP East
VODAFONE,4G,upload,892,na,UP East
VODAFONE,4G,upload,10245,na,UP East
VODAFONE,4G,upload,14356,-71,UP East
VODAFONE,4G,upload,18179,-51,UP East
VODAFONE,4G,upload,1121,-67,UP East
VODAFONE,4G,upload,2151,-79,UP East
VODAFONE,4G,upload,13439,-61,UP East
VODAFONE,4G,upload,9016,-71,UP East
VODAFONE,4G,upload,16934,-61,UP East
VODAFONE,4G,upload,2077,-73,UP East
VODAFONE,4G,upload,3999,-73,UP East
VODAFONE,4G,upload,2350,-69,UP East
VODAFONE,4G,upload,4577,-69,UP East
VODAFONE,4G,upload,20783,-67,UP East
JIO,4G,download,11361,-57,UP East
JIO,4G,download,11968,-61,UP East
JIO,4G,download,24305,-84,UP East
JIO,4G,download,5856,-75,UP East
JIO,4G,download,1156,-86,UP East
JIO,4G,download,20073,-88,UP East
JIO,4G,upload,16958,-55,UP East
JIO,4G,upload,16990,-64,UP East
JIO,4G,upload,3961,-85,UP East
JIO,4G,upload,3266,-76,UP East
JIO,4G,upload,340,-81,UP East
JIO,4G,upload,3529,-83,UP East
CELLONE,3G,download,1689,-95,Kerala
CELLONE,3G,upload,356,-95,Kerala
JIO,4G,download,2108,-105,Karnataka
JIO,4G,download,3534,-95,Karnataka
AIRTEL,4G,download,0.0,na,UP East
AIRTEL,4G,download,249,na,UP East
AIRTEL,4G,download,365,na,UP East
AIRTEL,4G,download,683,na,UP East
AIRTEL,4G,download,811,na,UP East
AIRTEL,4G,download,1621,na,UP East
AIRTEL,4G,download,7403,na,UP East
AIRTEL,4G,download,9831,na,UP East
AIRTEL,4G,download,1843,na,UP East
AIRTEL,4G,download,706,na,UP East
AIRTEL,4G,download,923,na,UP East
AIRTEL,4G,download,854,na,UP East
AIRTEL,4G,download,4241,na,UP East
AIRTEL,4G,download,4214,na,UP East
AIRTEL,4G,download,855,na,UP East
AIRTEL,4G,download,2070,na,UP East
AIRTEL,4G,download,594,na,UP East
AIRTEL,4G,download,866,na,UP East
AIRTEL,4G,download,864,na,UP East
AIRTEL,4G,download,828,na,UP East
AIRTEL,4G,download,1361,na,UP East
AIRTEL,4G,download,1301,na,UP East
AIRTEL,4G,download,2050,na,UP East
AIRTEL,4G,download,1811,na,UP East
AIRTEL,4G,download,6086,na,UP East
AIRTEL,4G,download,444,na,UP East
AIRTEL,4G,download,572,na,UP East
AIRTEL,4G,download,926,na,UP East
AIRTEL,4G,download,1654,na,UP East
AIRTEL,4G,download,8103,na,UP East
AIRTEL,4G,download,1702,na,UP East
AIRTEL,4G,download,4894,na,UP East
AIRTEL,4G,download,5295,na,UP East
AIRTEL,4G,download,1396,na,UP East
AIRTEL,4G,download,940,na,UP East
AIRTEL,4G,download,117,na,UP East
AIRTEL,4G,download,894,na,UP East
AIRTEL,4G,download,2763.0,na,UP East
AIRTEL,4G,download,895,na,UP East
AIRTEL,4G,download,5912,na,UP East
AIRTEL,4G,download,4860,na,UP East
AIRTEL,4G,download,5911,na,UP East
AIRTEL,4G,download,2820,na,UP East
AIRTEL,4G,download,2986,na,UP East
AIRTEL,4G,download,1840,na,UP East
AIRTEL,4G,download,8940,na,UP East
AIRTEL,4G,download,811,na,UP East
AIRTEL,4G,download,3906,na,UP East
AIRTEL,4G,download,3406,na,UP East
AIRTEL,4G,download,4988,na,UP East
AIRTEL,4G,download,512,na,UP East
AIRTEL,4G,download,282,na,UP East
VODAFONE,4G,download,5041,na,UP East
AIRTEL,4G,download,820,na,UP East
AIRTEL,4G,download,1193,na,UP East
AIRTEL,4G,download,7571.0,na,UP East
AIRTEL,4G,download,1548,na,UP East
AIRTEL,4G,download,1712,na,UP East
AIRTEL,4G,download,5983,na,UP East
AIRTEL,4G,download,1239,na,UP East
AIRTEL,4G,download,3.0,na,UP East
AIRTEL,4G,download,3032,na,UP East
AIRTEL,4G,download,9091,na,UP East
AIRTEL,4G,download,14481,na,UP East
AIRTEL,4G,download,17057,na,UP East
AIRTEL,4G,download,14406,na,UP East
VODAFONE,4G,download,13723,na,UP East
AIRTEL,4G,download,838,na,UP East
AIRTEL,4G,download,1045,na,UP East
AIRTEL,4G,download,1,na,UP East
AIRTEL,4G,download,10411,na,UP East
AIRTEL,4G,download,22419,na,UP East
AIRTEL,4G,download,13333,na,UP East
AIRTEL,4G,download,374,na,UP East
AIRTEL,4G,download,1431,na,UP East
AIRTEL,4G,upload,379,na,UP East
AIRTEL,4G,upload,826,na,UP East
AIRTEL,4G,upload,46.0,na,UP East
AIRTEL,4G,upload,113,na,UP East
AIRTEL,4G,upload,290,na,UP East
AIRTEL,4G,upload,776,na,UP East
AIRTEL,4G,upload,2328,na,UP East
AIRTEL,4G,upload,603,na,UP East
AIRTEL,4G,upload,14612,na,UP East
AIRTEL,4G,upload,327,na,UP East
AIRTEL,4G,upload,14714,na,UP East
AIRTEL,4G,upload,12663,na,UP East
AIRTEL,4G,upload,16566,na,UP East
AIRTEL,4G,upload,18362,na,UP East
AIRTEL,4G,upload,12045,na,UP East
AIRTEL,4G,upload,16346,na,UP East
AIRTEL,4G,upload,12111,na,UP East
AIRTEL,4G,upload,7372,na,UP East
AIRTEL,4G,upload,8187,na,UP East
AIRTEL,4G,upload,4220,na,UP East
AIRTEL,4G,upload,9865,na,UP East
AIRTEL,4G,upload,8374,na,UP East
AIRTEL,4G,upload,652,na,UP East
AIRTEL,4G,upload,223,na,UP East
AIRTEL,4G,upload,2036,na,UP East
AIRTEL,4G,upload,38,na,UP East
AIRTEL,4G,upload,1382,na,UP East
AIRTEL,4G,upload,6880,na,UP East
AIRTEL,4G,upload,11084,na,UP East
AIRTEL,4G,upload,2,na,UP East
AIRTEL,4G,upload,2146,na,UP East
AIRTEL,4G,upload,10447,na,UP East
AIRTEL,4G,upload,9180,na,UP East
AIRTEL,4G,upload,435,na,UP East
AIRTEL,4G,upload,7213,na,UP East
AIRTEL,4G,upload,5462,na,UP East
AIRTEL,4G,upload,3153,na,UP East
AIRTEL,4G,upload,3297,na,UP East
AIRTEL,4G,upload,1889,na,UP East
AIRTEL,4G,upload,1932,na,UP East
AIRTEL,4G,upload,15366,na,UP East
AIRTEL,4G,upload,14255,na,UP East
AIRTEL,4G,upload,735.0,na,UP East
AIRTEL,4G,upload,125,na,UP East
AIRTEL,4G,upload,163,na,UP East
AIRTEL,4G,upload,2995,na,UP East
AIRTEL,4G,upload,4563,na,UP East
AIRTEL,4G,upload,13224,na,UP East
AIRTEL,4G,upload,1103,na,UP East
AIRTEL,4G,upload,1745,na,UP East
AIRTEL,4G,upload,123,na,UP East
AIRTEL,4G,upload,6916,na,UP East
VODAFONE,4G,upload,1093,na,UP East
AIRTEL,4G,upload,1068,na,UP East
AIRTEL,4G,upload,14463,na,UP East
AIRTEL,4G,upload,477,na,UP East
AIRTEL,4G,upload,315,na,UP East
AIRTEL,4G,upload,640,na,UP East
AIRTEL,4G,upload,2091,na,UP East
AIRTEL,4G,upload,1497,na,UP East
AIRTEL,4G,upload,1392,na,UP East
AIRTEL,4G,upload,3196,na,UP East
AIRTEL,4G,upload,953,na,UP East
AIRTEL,4G,upload,3328,na,UP East
AIRTEL,4G,upload,3725,na,UP East
AIRTEL,4G,upload,2352,na,UP East
VODAFONE,4G,upload,2417,na,UP East
AIRTEL,4G,upload,7773,na,UP East
AIRTEL,4G,upload,32,na,UP East
AIRTEL,4G,upload,1299,na,UP East
AIRTEL,4G,upload,3124,na,UP East
AIRTEL,4G,upload,6218,na,UP East
AIRTEL,4G,upload,3712,na,UP East
AIRTEL,4G,upload,1246,na,UP East
AIRTEL,4G,upload,176,na,UP East
JIO,4G,download,3245,-103,Rajasthan
JIO,4G,upload,2866,-103,Rajasthan
JIO,4G,download,1278,-89,Punjab
JIO,4G,download,601,na,Punjab
JIO,4G,download,3938,na,Punjab
JIO,4G,upload,7362,-89,Punjab
JIO,4G,upload,3354,na,Punjab
JIO,4G,upload,5134,na,Punjab
JIO,4G,download,79652,-58,Madhya Pradesh
JIO,4G,upload,8618,-58,Madhya Pradesh
JIO,4G,download,86253,-70,Maharashtra
JIO,4G,upload,9065,-70,Maharashtra
AIRTEL,4G,upload,343,-109,Tamil Nadu
JIO,4G,upload,1228,-103,Tamil Nadu
JIO,4G,upload,2243,-108,Tamil Nadu
JIO,4G,download,64045,-71,West Bengal
JIO,4G,download,59905,-71,West Bengal
JIO,4G,download,15302,-71,West Bengal
JIO,4G,download,70667,-71,West Bengal
JIO,4G,download,78786,-70,West Bengal
JIO,4G,upload,8757,-71,West Bengal
JIO,4G,upload,8915,-71,West Bengal
JIO,4G,upload,8666,-71,West Bengal
JIO,4G,upload,8745,-71,West Bengal
JIO,4G,upload,8623,-70,West Bengal
JIO,4G,download,71638,-65,Kerala
JIO,4G,upload,7039,-65,Kerala
JIO,4G,download,4058.0,-73,UP East
JIO,4G,download,615,-93,UP East
AIRTEL,4G,download,23455,-69,Madhya Pradesh
AIRTEL,4G,download,5042,-65,Madhya Pradesh
AIRTEL,4G,download,5288,-70,Madhya Pradesh
JIO,4G,upload,12483,-75,UP East
JIO,4G,upload,966,-93,UP East
AIRTEL,4G,upload,3774,-69,Madhya Pradesh
AIRTEL,4G,upload,2519,-66,Madhya Pradesh
AIRTEL,4G,upload,3139,-70,Madhya Pradesh
IDEA,4G,download,855,-97,Maharashtra
IDEA,4G,upload,3824,-97,Maharashtra
AIRTEL,4G,download,401,na,UP West
AIRTEL,4G,download,4657,na,UP West
AIRTEL,4G,upload,457,na,UP West
AIRTEL,4G,upload,5399,na,UP West
VODAFONE,4G,download,771,-107,Gujarat
VODAFONE,4G,download,523,-107,Gujarat
VODAFONE,4G,download,146.0,-100,Gujarat
VODAFONE,4G,download,466,-100,Gujarat
VODAFONE,4G,download,81,-92,Gujarat
VODAFONE,4G,download,72,-92,Gujarat
VODAFONE,4G,download,1740,-91,Gujarat
VODAFONE,4G,download,22392,-97,Gujarat
VODAFONE,4G,download,17869,-103,Gujarat
VODAFONE,4G,download,847,-102,Gujarat
VODAFONE,4G,download,939,-103,Gujarat
VODAFONE,4G,download,779,-100,Gujarat
VODAFONE,4G,download,635,-103,Gujarat
VODAFONE,4G,download,6509,-107,Gujarat
VODAFONE,4G,download,336,-97,Gujarat
VODAFONE,4G,download,799,-95,Gujarat
VODAFONE,4G,download,678,-97,Gujarat
VODAFONE,4G,download,742,-94,Gujarat
VODAFONE,4G,download,851,-101,Gujarat
VODAFONE,4G,download,2210,-94,Gujarat
VODAFONE,4G,download,1038,-100,Gujarat
VODAFONE,4G,download,876,-99,Gujarat
VODAFONE,4G,download,464,-103,Gujarat
VODAFONE,4G,download,4548,-105,Gujarat
VODAFONE,4G,download,3,na,Gujarat
VODAFONE,4G,download,909,-100,Gujarat
VODAFONE,4G,download,620,-102,Gujarat
VODAFONE,4G,download,8524,-101,Gujarat
VODAFONE,4G,download,627,-65,Gujarat
VODAFONE,4G,download,17816,-69,Gujarat
VODAFONE,4G,download,14142,-61,Gujarat
VODAFONE,4G,download,3316,-75,Gujarat
VODAFONE,4G,download,1598,-75,Gujarat
VODAFONE,4G,download,753,-75,Gujarat
VODAFONE,4G,upload,59,-98,Gujarat
VODAFONE,4G,upload,75,-105,Gujarat
VODAFONE,4G,upload,20836,-100,Gujarat
VODAFONE,4G,upload,83,-100,Gujarat
VODAFONE,4G,upload,10465,-92,Gujarat
VODAFONE,4G,upload,12893,-92,Gujarat
VODAFONE,4G,upload,27313,-91,Gujarat
VODAFONE,4G,upload,19855,-94,Gujarat
VODAFONE,4G,upload,30424,-103,Gujarat
VODAFONE,4G,upload,8097,-102,Gujarat
VODAFONE,4G,upload,9076,-101,Gujarat
VODAFONE,4G,upload,6299,-102,Gujarat
VODAFONE,4G,upload,8114,-103,Gujarat
VODAFONE,4G,upload,20002,-107,Gujarat
VODAFONE,4G,upload,45,-98,Gujarat
VODAFONE,4G,upload,63,-96,Gujarat
VODAFONE,4G,upload,57,-95,Gujarat
VODAFONE,4G,upload,46,-94,Gujarat
VODAFONE,4G,upload,82,-96,Gujarat
VODAFONE,4G,upload,291,-94,Gujarat
VODAFONE,4G,upload,247,-100,Gujarat
VODAFONE,4G,upload,150,-99,Gujarat
VODAFONE,4G,upload,8549,-103,Gujarat
VODAFONE,4G,upload,3394,-105,Gujarat
VODAFONE,4G,upload,909,na,Gujarat
VODAFONE,4G,upload,6334,-100,Gujarat
VODAFONE,4G,upload,4756,-102,Gujarat
VODAFONE,4G,upload,1589,-103,Gujarat
VODAFONE,4G,upload,81,-61,Gujarat
VODAFONE,4G,upload,1364,-77,Gujarat
VODAFONE,4G,upload,2986,-65,Gujarat
VODAFONE,4G,upload,259,-77,Gujarat
VODAFONE,4G,upload,148,-75,Gujarat
VODAFONE,4G,upload,133,-75,Gujarat
VODAFONE,4G,download,12812,-103,Tamil Nadu
VODAFONE,4G,upload,5496,-107,Tamil Nadu
JIO,4G,download,46055,-66,Orissa
JIO,4G,upload,4521,-66,Orissa
JIO,4G,download,78207,-59,Maharashtra
JIO,4G,upload,3487,-59,Maharashtra
AIRTEL,4G,download,2128,-69,UP East
AIRTEL,4G,download,11102,-59,UP East
AIRTEL,4G,download,28618,-51,UP East
AIRTEL,4G,download,11164,-51,UP East
AIRTEL,4G,upload,450,-71,UP East
AIRTEL,4G,upload,922,-59,UP East
AIRTEL,4G,upload,6859,-51,UP East
AIRTEL,4G,upload,5091,-53,UP East
AIRTEL,4G,download,2402,-67,Kolkata
AIRTEL,4G,download,3161,-67,Kolkata
AIRTEL,4G,download,8444,-69,Kolkata
AIRTEL,4G,download,9013,-65,Kolkata
AIRTEL,4G,download,1852,-71,Kolkata
AIRTEL,4G,download,1385,-69,Kolkata
AIRTEL,4G,download,1283,-67,Kolkata
AIRTEL,4G,download,2951,-65,Kolkata
AIRTEL,4G,download,3112,-63,Kolkata
AIRTEL,4G,download,8613,-57,Kolkata
AIRTEL,4G,download,3986,-73,Kolkata
AIRTEL,4G,download,1542,-71,Kolkata
AIRTEL,4G,download,4319,-67,Kolkata
AIRTEL,4G,download,4381,-65,Kolkata
AIRTEL,4G,download,1758,-75,Kolkata
AIRTEL,4G,download,4335,-57,Kolkata
AIRTEL,4G,download,1382,-69,Kolkata
AIRTEL,4G,download,5080.0,-83,Kolkata
AIRTEL,4G,download,6677,-69,Kolkata
AIRTEL,4G,download,11519,-73,Kolkata
AIRTEL,4G,download,18395,-67,Kolkata
AIRTEL,4G,download,1931,-63,Kolkata
AIRTEL,4G,download,2003,-67,Kolkata
AIRTEL,4G,download,3729,-59,Kolkata
AIRTEL,4G,download,2745,-63,Kolkata
AIRTEL,4G,download,3545,-69,Kolkata
AIRTEL,4G,download,3754,-61,Kolkata
AIRTEL,4G,download,4998,-81,Kolkata
AIRTEL,4G,download,4739,-63,Kolkata
AIRTEL,4G,upload,857,-83,Kolkata
AIRTEL,4G,upload,3018,-67,Kolkata
AIRTEL,4G,upload,1843,-73,Kolkata
AIRTEL,4G,upload,1127,-69,Kolkata
AIRTEL,4G,upload,248,-71,Kolkata
AIRTEL,4G,upload,51,-73,Kolkata
AIRTEL,4G,upload,1133,-67,Kolkata
AIRTEL,4G,upload,547,-59,Kolkata
AIRTEL,4G,upload,682,-63,Kolkata
AIRTEL,4G,upload,2081,-57,Kolkata
AIRTEL,4G,upload,170,-75,Kolkata
AIRTEL,4G,upload,18,-69,Kolkata
AIRTEL,4G,upload,924,-77,Kolkata
AIRTEL,4G,upload,1293,-67,Kolkata
AIRTEL,4G,upload,16,-65,Kolkata
AIRTEL,4G,upload,527,-57,Kolkata
AIRTEL,4G,upload,44,-83,Kolkata
AIRTEL,4G,upload,1617,-83,Kolkata
AIRTEL,4G,upload,798,-69,Kolkata
AIRTEL,4G,upload,1134,-77,Kolkata
AIRTEL,4G,upload,1757,-75,Kolkata
AIRTEL,4G,upload,616,-67,Kolkata
AIRTEL,4G,upload,597,-63,Kolkata
AIRTEL,4G,upload,393,-59,Kolkata
AIRTEL,4G,upload,726,-69,Kolkata
AIRTEL,4G,upload,797,-69,Kolkata
AIRTEL,4G,upload,941,-65,Kolkata
AIRTEL,4G,upload,1142,-65,Kolkata
AIRTEL,4G,upload,1210,-71,Kolkata
AIRTEL,4G,download,771,-85,Kerala
AIRTEL,4G,download,2662,-87,Kerala
AIRTEL,4G,download,7229,-87,Kerala
AIRTEL,4G,download,2640,-83,Kerala
AIRTEL,4G,download,1385,-81,Kerala
AIRTEL,4G,download,2439,-83,Kerala
AIRTEL,4G,download,805,-87,Kerala
AIRTEL,4G,download,1061,-89,Kerala
AIRTEL,4G,download,879,-87,Kerala
AIRTEL,4G,download,531,-87,Kerala
AIRTEL,4G,download,285,-93,Kerala
AIRTEL,4G,download,459,-91,Kerala
AIRTEL,4G,upload,245,-87,Kerala
AIRTEL,4G,upload,139,-87,Kerala
AIRTEL,4G,upload,296,-89,Kerala
AIRTEL,4G,upload,1094,-83,Kerala
AIRTEL,4G,upload,1149,-81,Kerala
AIRTEL,4G,upload,580,-75,Kerala
AIRTEL,4G,upload,208,-87,Kerala
AIRTEL,4G,upload,118,-89,Kerala
AIRTEL,4G,upload,1825,-89,Kerala
AIRTEL,4G,upload,362,-87,Kerala
AIRTEL,4G,upload,245,-93,Kerala
AIRTEL,4G,upload,485,-91,Kerala
JIO,4G,download,83544,-70,Maharashtra
JIO,4G,download,80312,-70,Maharashtra
JIO,4G,download,79474,-68,Maharashtra
JIO,4G,upload,8727,-70,Maharashtra
JIO,4G,upload,8885,-70,Maharashtra
JIO,4G,upload,8676,-68,Maharashtra
JIO,4G,download,4452,-59,Kerala
JIO,4G,upload,2410,-57,Kerala
JIO,4G,download,8790,-85,Kolkata
JIO,4G,upload,3506,-85,Kolkata
JIO,4G,download,13372,-73,Andhra Pradesh
JIO,4G,download,7652,-79,Andhra Pradesh
JIO,4G,upload,7977,-73,Andhra Pradesh
JIO,4G,upload,3269,-79,Andhra Pradesh
JIO,4G,download,20888,-56,Madhya Pradesh
JIO,4G,download,25282,-59,Madhya Pradesh
JIO,4G,upload,3760,-56,Madhya Pradesh
JIO,4G,upload,5074,-59,Madhya Pradesh
JIO,4G,download,23878,-107,Karnataka
JIO,4G,download,16629,-109,Karnataka
JIO,4G,download,17156,-111,Karnataka
JIO,4G,download,6275,-101,Karnataka
JIO,4G,download,5393,-111,Karnataka
JIO,4G,download,1896,-109,Karnataka
JIO,4G,download,4592,na,Karnataka
JIO,4G,upload,1583,-107,Karnataka
JIO,4G,upload,666,-111,Karnataka
JIO,4G,upload,977,na,Karnataka
JIO,4G,upload,1458,-97,Karnataka
JIO,4G,upload,186,-111,Karnataka
JIO,4G,upload,189,-107,Karnataka
JIO,4G,upload,143,na,Karnataka
JIO,4G,download,326,na,Kerala
JIO,4G,upload,405,na,Kerala
JIO,4G,download,4398,na,Maharashtra
JIO,4G,download,2477.0,na,Maharashtra
JIO,4G,download,1295,na,Maharashtra
JIO,4G,download,5063,na,Maharashtra
JIO,4G,download,8569,na,Maharashtra
JIO,4G,upload,153,na,Maharashtra
JIO,4G,upload,304,na,Maharashtra
JIO,4G,upload,872,na,Maharashtra
JIO,4G,upload,2860,na,Maharashtra
JIO,4G,upload,3194,na,Maharashtra
JIO,4G,download,1088,na,Maharashtra
JIO,4G,download,1497,-108,Maharashtra
JIO,4G,download,2456,-106,Maharashtra
JIO,4G,upload,1608,na,Andhra Pradesh
CELLONE,3G,upload,1824,na,Tamil Nadu
CELLONE,4G,download,2066,-112,Andhra Pradesh
CELLONE,4G,upload,335.0,-111,Andhra Pradesh
JIO,4G,download,80757,-64,Orissa
JIO,4G,upload,8882,-64,Orissa
AIRTEL,4G,download,1199,-59,Delhi
AIRTEL,4G,upload,1393,-59,Delhi
JIO,4G,download,10929,-94,Kerala
JIO,4G,upload,2169,-94,Kerala
JIO,4G,download,1373,na,Rajasthan
JIO,4G,download,1741,na,Rajasthan
JIO,4G,upload,178.0,na,Rajasthan
JIO,4G,upload,168,na,Rajasthan
JIO,4G,download,10430,-101,Maharashtra
JIO,4G,download,10635,-102,Maharashtra
JIO,4G,download,2495,-100,Maharashtra
JIO,4G,download,1311,-100,Maharashtra
JIO,4G,download,724,-104,Maharashtra
JIO,4G,download,192,-105,Maharashtra
JIO,4G,download,1186,-103,Maharashtra
JIO,4G,upload,2498,-103,Maharashtra
JIO,4G,upload,3116,-104,Maharashtra
JIO,4G,upload,354,-100,Maharashtra
JIO,4G,upload,125,-100,Maharashtra
JIO,4G,upload,283,-94,Maharashtra
JIO,4G,upload,1018,-103,Maharashtra
JIO,4G,upload,629,-103,Maharashtra
JIO,4G,download,3119,-108,Maharashtra
JIO,4G,download,357,-82,Maharashtra
JIO,4G,download,617,-80,Maharashtra
JIO,4G,download,727,-84,Maharashtra
JIO,4G,download,423,-103,Maharashtra
JIO,4G,download,1776,-96,NA
JIO,4G,download,707,-81,Maharashtra
JIO,4G,download,317,-90,Maharashtra
JIO,4G,download,435,-108,Maharashtra
JIO,4G,download,499,-108,Maharashtra
JIO,4G,download,267,-111,Maharashtra
JIO,4G,download,191,-112,Maharashtra
JIO,4G,download,566,-86,Maharashtra
JIO,4G,download,581.0,-111,Maharashtra
JIO,4G,download,386,-108,Maharashtra
JIO,4G,download,366,-108,Maharashtra
JIO,4G,download,339,-106,Maharashtra
JIO,4G,download,504,-108,Maharashtra
JIO,4G,upload,591,-108,Maharashtra
JIO,4G,upload,719,-83,Maharashtra
JIO,4G,upload,2996,-83,Maharashtra
JIO,4G,upload,1478,-82,Maharashtra
JIO,4G,upload,1537,-108,Maharashtra
JIO,4G,upload,821,-96,NA
JIO,4G,upload,51,-81,Maharashtra
JIO,4G,upload,18,-90,Maharashtra
JIO,4G,upload,42,-108,Maharashtra
JIO,4G,upload,87,-108,Maharashtra
JIO,4G,upload,0,-111,Maharashtra
JIO,4G,upload,1111,-112,Maharashtra
JIO,4G,upload,626,-86,Maharashtra
JIO,4G,upload,1172,-111,Maharashtra
JIO,4G,upload,592,-108,Maharashtra
JIO,4G,upload,686,-108,Maharashtra
JIO,4G,upload,483,-106,Maharashtra
JIO,4G,upload,511,-108,Maharashtra
AIRTEL,4G,download,6664,-51,West Bengal
AIRTEL,4G,download,3104,-71,West Bengal
AIRTEL,4G,download,7504,-61,West Bengal
AIRTEL,4G,download,6438,-67,West Bengal
AIRTEL,4G,download,4151,-53,West Bengal
AIRTEL,4G,download,615,-63,West Bengal
AIRTEL,4G,download,910,-69,West Bengal
AIRTEL,4G,download,38669,-51,West Bengal
AIRTEL,4G,upload,4585,-53,West Bengal
AIRTEL,4G,upload,824,-67,West Bengal
AIRTEL,4G,upload,2125,-67,West Bengal
AIRTEL,4G,upload,2113,-69,West Bengal
AIRTEL,4G,upload,2558,-53,West Bengal
AIRTEL,4G,upload,673,-59,West Bengal
AIRTEL,4G,upload,167,-69,West Bengal
AIRTEL,4G,upload,9840,-51,West Bengal
JIO,4G,download,3495,-65,Rajasthan
JIO,4G,upload,2956,-65,Rajasthan
IDEA,4G,download,1296,-85,Andhra Pradesh
IDEA,4G,download,14179,-88,Andhra Pradesh
IDEA,4G,upload,2949,-84,Andhra Pradesh
IDEA,4G,upload,3297,-88,Andhra Pradesh
JIO,4G,download,12425,-99,Maharashtra
JIO,4G,upload,1161,-97,Maharashtra
AIRTEL,4G,download,7602,-92,Andhra Pradesh
AIRTEL,4G,upload,12199,-92,Andhra Pradesh
JIO,4G,download,5677,na,Haryana
JIO,4G,upload,2604,-61,Haryana
JIO,4G,download,4911.0,-106,Gujarat
JIO,4G,download,5331,-97,Gujarat
JIO,4G,upload,632.0,-106,Gujarat
JIO,4G,upload,3926,-97,Gujarat
JIO,4G,upload,2626,-90,Madhya Pradesh
AIRTEL,4G,download,1744,-109,Kolkata
AIRTEL,4G,download,2768,-103,Kolkata
AIRTEL,4G,download,399,-101,Kolkata
AIRTEL,4G,download,410,-101,Kolkata
AIRTEL,4G,download,714,-111,Kolkata
AIRTEL,4G,download,7,-111,Kolkata
AIRTEL,4G,download,367,-109,Kolkata
AIRTEL,4G,download,781.0,-111,Kolkata
AIRTEL,4G,download,644,-107,Kolkata
AIRTEL,4G,download,1530,-99,Kolkata
AIRTEL,4G,download,5849,-111,Kolkata
